content_id,tournament,gender_type,vod_type,match_stage,hostar_influence,tournament_name,match_type,if_contain_india_team,venue,if_holiday,match_time,if_weekend,tournament_type,rank,date,title,shortsummary,match_active_free_num,total_free_watch_time,match_active_sub_num,total_sub_watch_time,watch_time_per_free_per_match,watch_time_per_subscriber_per_match,match_start_time,venue_detail,year,teams,continents,teams_tier,teams_hots,teams_hots_num,continents_hots,continents_hots_num,teams_tier_hots,teams_tier_hots_num,tournament_type_hots,tournament_type_hots_num,if_weekend_hots,if_weekend_hots_num,match_time_hots,match_time_hots_num,if_holiday_hots,if_holiday_hots_num,venue_hots,venue_hots_num,if_contain_india_team_hots,if_contain_india_team_hots_num,match_type_hots,match_type_hots_num,tournament_name_hots,tournament_name_hots_num,hostar_influence_hots,hostar_influence_hots_num,match_stage_hots,match_stage_hots_num,vod_type_hots,vod_type_hots_num,gender_type_hots,gender_type_hots_num,total_frees_number,total_subscribers_number,frees_watching_match_rate,subscribers_watching_match_rate
1540006136,ipl2021,men,svod,group,5,ipl,t20,0,1,0,3,0,national,8,2021/4/16,pbks vs csk,VIVO IPL 2021,6325615,2.93E+07,1.12E+07,5.72E+08,4.63,51.13,19:00:00,india,2021,csk vs pbks,AS vs AS,tier1 vs tier2,"[3, 20]",30,"[1, 1]",5,"[0, 1]",3,[1],3,[0],1,[3],4,[0],1,[1],1,[0],1,[1],3,[4],11,[2],5,[1],4,[1],1,[0],1,2.76E+07,1.62E+07,0.23,0.69
1540006139,ipl2021,men,svod,group,5,ipl,t20,0,1,0,3,1,national,9,2021/4/17,mi vs srh,VIVO IPL 2021,6967307,3.75E+07,1.18E+07,7.98E+08,5.38,67.5,19:00:00,india,2021,mi vs srh,AS vs AS,tier1 vs tier2,"[13, 25]",30,"[1, 1]",5,"[0, 1]",3,[1],3,[1],1,[3],4,[0],1,[1],1,[0],1,[1],3,[4],11,[2],5,[1],4,[1],1,[0],1,2.76E+07,1.62E+07,0.25,0.73
1540006142,ipl2021,men,svod,group,5,ipl,t20,0,1,0,2,1,national,10,2021/4/18,rcb vs kkr,VIVO IPL 2021,6254003,3.20E+07,1.07E+07,6.68E+08,5.12,62.4,15:00:00,india,2021,kkr vs rcb,AS vs AS,tier2 vs tier1,"[10, 21]",30,"[1, 1]",5,"[1, 0]",3,[1],3,[1],1,[2],4,[0],1,[1],1,[0],1,[1],3,[4],11,[2],5,[1],4,[1],1,[0],1,2.76E+07,1.62E+07,0.23,0.66
1540006145,ipl2021,men,svod,group,5,ipl,t20,0,1,0,3,1,national,11,2021/4/18,dc vs pbks,VIVO IPL 2021,5061695,2.74E+07,1.13E+07,6.87E+08,5.42,60.53,19:00:00,india,2021,dc vs pbks,AS vs AS,tier2 vs tier2,"[4, 20]",30,"[1, 1]",5,"[1, 1]",3,[1],3,[1],1,[3],4,[0],1,[1],1,[0],1,[1],3,[4],11,[2],5,[1],4,[1],1,[0],1,2.76E+07,1.62E+07,0.18,0.7
1540006148,ipl2021,men,svod,group,5,ipl,t20,0,1,0,3,0,national,12,2021/4/19,csk vs rr,VIVO IPL 2021,6252974,3.23E+07,1.19E+07,7.61E+08,5.16,63.83,19:00:00,india,2021,csk vs rr,AS vs AS,tier1 vs tier2,"[3, 22]",30,"[1, 1]",5,"[0, 1]",3,[1],3,[0],1,[3],4,[0],1,[1],1,[0],1,[1],3,[4],11,[2],5,[1],4,[1],1,[0],1,2.76E+07,1.62E+07,0.23,0.74
1540006151,ipl2021,men,svod,group,5,ipl,t20,0,1,0,3,0,national,13,2021/4/20,dc vs mi,VIVO IPL 2021,5836346,3.01E+07,1.19E+07,7.78E+08,5.15,65.33,19:00:00,india,2021,dc vs mi,AS vs AS,tier2 vs tier1,"[4, 13]",30,"[1, 1]",5,"[1, 0]",3,[1],3,[0],1,[3],4,[0],1,[1],1,[0],1,[1],3,[4],11,[2],5,[1],4,[1],1,[0],1,2.76E+07,1.62E+07,0.21,0.74
1540006154,ipl2021,men,svod,group,5,ipl,t20,0,1,1,2,0,national,14,2021/4/21,pbks vs srh,VIVO IPL 2021,2851150,1.34E+07,8173492,3.34E+08,4.69,40.84,15:00:00,india,2021,pbks vs srh,AS vs AS,tier2 vs tier2,"[20, 25]",30,"[1, 1]",5,"[1, 1]",3,[1],3,[0],1,[2],4,[1],1,[1],1,[0],1,[1],3,[4],11,[2],5,[1],4,[1],1,[0],1,2.76E+07,1.62E+07,0.1,0.5
1540006157,ipl2021,men,svod,group,5,ipl,t20,0,1,1,3,0,national,15,2021/4/21,kkr vs csk,VIVO IPL 2021,6516507,3.35E+07,1.26E+07,8.74E+08,5.14,69.21,19:00:00,india,2021,csk vs kkr,AS vs AS,tier1 vs tier2,"[3, 10]",30,"[1, 1]",5,"[0, 1]",3,[1],3,[0],1,[3],4,[1],1,[1],1,[0],1,[1],3,[4],11,[2],5,[1],4,[1],1,[0],1,2.76E+07,1.62E+07,0.24,0.78
1540006160,ipl2021,men,svod,group,5,ipl,t20,0,1,0,3,0,national,16,2021/4/22,rcb vs rr,VIVO IPL 2021,5431865,2.75E+07,1.20E+07,7.11E+08,5.06,59.33,19:00:00,india,2021,rcb vs rr,AS vs AS,tier1 vs tier2,"[21, 22]",30,"[1, 1]",5,"[0, 1]",3,[1],3,[0],1,[3],4,[0],1,[1],1,[0],1,[1],3,[4],11,[2],5,[1],4,[1],1,[0],1,2.76E+07,1.62E+07,0.2,0.74
1540006163,ipl2021,men,svod,group,5,ipl,t20,0,1,0,3,0,national,17,2021/4/23,pbks vs mi,VIVO IPL 2021,4869927,2.50E+07,1.18E+07,7.19E+08,5.13,60.86,19:00:00,india,2021,mi vs pbks,AS vs AS,tier1 vs tier2,"[13, 20]",30,"[1, 1]",5,"[0, 1]",3,[1],3,[0],1,[3],4,[0],1,[1],1,[0],1,[1],3,[4],11,[2],5,[1],4,[1],1,[0],1,2.76E+07,1.62E+07,0.18,0.73
1540006166,ipl2021,men,svod,group,5,ipl,t20,0,1,0,3,1,national,18,2021/4/24,rr vs kkr,VIVO IPL 2021,4129198,2.10E+07,1.12E+07,6.18E+08,5.09,55.06,19:00:00,india,2021,kkr vs rr,AS vs AS,tier2 vs tier2,"[10, 22]",30,"[1, 1]",5,"[1, 1]",3,[1],3,[1],1,[3],4,[0],1,[1],1,[0],1,[1],3,[4],11,[2],5,[1],4,[1],1,[0],1,2.76E+07,1.62E+07,0.15,0.69
1540006169,ipl2021,men,svod,group,5,ipl,t20,0,1,1,2,1,national,19,2021/4/25,csk vs rcb,VIVO IPL 2021,6182378,3.21E+07,1.21E+07,8.19E+08,5.19,67.63,15:00:00,india,2021,csk vs rcb,AS vs AS,tier1 vs tier1,"[3, 21]",30,"[1, 1]",5,"[0, 0]",3,[1],3,[1],1,[2],4,[1],1,[1],1,[0],1,[1],3,[4],11,[2],5,[1],4,[1],1,[0],1,2.76E+07,1.62E+07,0.22,0.75
1540006172,ipl2021,men,svod,group,5,ipl,t20,0,1,1,3,1,national,20,2021/4/25,srh vs dc,VIVO IPL 2021,4385321,2.31E+07,1.15E+07,6.94E+08,5.26,60.19,19:00:00,india,2021,dc vs srh,AS vs AS,tier2 vs tier2,"[4, 25]",30,"[1, 1]",5,"[1, 1]",3,[1],3,[1],1,[3],4,[1],1,[1],1,[0],1,[1],3,[4],11,[2],5,[1],4,[1],1,[0],1,2.76E+07,1.62E+07,0.16,0.71
1540006175,ipl2021,men,svod,group,5,ipl,t20,0,1,0,3,0,national,21,2021/4/26,pbks vs kkr,VIVO IPL 2021,3640476,1.80E+07,1.05E+07,4.98E+08,4.94,47.56,19:00:00,india,2021,kkr vs pbks,AS vs AS,tier2 vs tier2,"[10, 20]",30,"[1, 1]",5,"[1, 1]",3,[1],3,[0],1,[3],4,[0],1,[1],1,[0],1,[1],3,[4],11,[2],5,[1],4,[1],1,[0],1,2.76E+07,1.62E+07,0.13,0.65
1540006178,ipl2021,men,svod,group,5,ipl,t20,0,1,0,3,0,national,22,2021/4/27,dc vs rcb,VIVO IPL 2021,5733120,2.88E+07,1.24E+07,8.06E+08,5.02,65.16,19:00:00,india,2021,dc vs rcb,AS vs AS,tier2 vs tier1,"[4, 21]",30,"[1, 1]",5,"[1, 0]",3,[1],3,[0],1,[3],4,[0],1,[1],1,[0],1,[1],3,[4],11,[2],5,[1],4,[1],1,[0],1,2.76E+07,1.62E+07,0.21,0.76
1540006181,ipl2021,men,svod,group,5,ipl,t20,0,1,0,3,0,national,23,2021/4/28,csk vs srh,VIVO IPL 2021,5380027,2.80E+07,1.23E+07,7.64E+08,5.21,62.21,19:00:00,india,2021,csk vs srh,AS vs AS,tier1 vs tier2,"[3, 25]",30,"[1, 1]",5,"[0, 1]",3,[1],3,[0],1,[3],4,[0],1,[1],1,[0],1,[1],3,[4],11,[2],5,[1],4,[1],1,[0],1,2.76E+07,1.62E+07,0.2,0.76
1540006184,ipl2021,men,svod,group,5,ipl,t20,0,1,0,2,0,national,24,2021/4/29,mi vs rr,VIVO IPL 2021,3507387,1.72E+07,9629639,5.00E+08,4.9,51.9,15:00:00,india,2021,mi vs rr,AS vs AS,tier1 vs tier2,"[13, 22]",30,"[1, 1]",5,"[0, 1]",3,[1],3,[0],1,[2],4,[0],1,[1],1,[0],1,[1],3,[4],11,[2],5,[1],4,[1],1,[0],1,2.76E+07,1.62E+07,0.13,0.59
1540006187,ipl2021,men,svod,group,5,ipl,t20,0,1,0,3,0,national,25,2021/4/29,dc vs kkr,VIVO IPL 2021,3388343,1.72E+07,1.09E+07,5.26E+08,5.06,48.38,19:00:00,india,2021,dc vs kkr,AS vs AS,tier2 vs tier2,"[4, 10]",30,"[1, 1]",5,"[1, 1]",3,[1],3,[0],1,[3],4,[0],1,[1],1,[0],1,[1],3,[4],11,[2],5,[1],4,[1],1,[0],1,2.76E+07,1.62E+07,0.12,0.67
1540006190,ipl2021,men,svod,group,5,ipl,t20,0,1,0,3,0,national,26,2021/4/30,pbks vs rcb,VIVO IPL 2021,4560525,2.38E+07,1.19E+07,7.01E+08,5.21,58.8,19:00:00,india,2021,pbks vs rcb,AS vs AS,tier2 vs tier1,"[20, 21]",30,"[1, 1]",5,"[1, 0]",3,[1],3,[0],1,[3],4,[0],1,[1],1,[0],1,[1],3,[4],11,[2],5,[1],4,[1],1,[0],1,2.76E+07,1.62E+07,0.17,0.74
1540006193,ipl2021,men,svod,group,5,ipl,t20,0,1,0,3,1,national,27,2021/5/1,mi vs csk,VIVO IPL 2021,7183073,3.92E+07,1.40E+07,1.20E+09,5.45,85.26,19:00:00,india,2021,csk vs mi,AS vs AS,tier1 vs tier1,"[3, 13]",30,"[1, 1]",5,"[0, 0]",3,[1],3,[1],1,[3],4,[0],1,[1],1,[0],1,[1],3,[4],11,[2],5,[1],4,[1],1,[0],1,2.76E+07,1.62E+07,0.26,0.87
1540006196,ipl2021,men,svod,group,5,ipl,t20,0,1,0,2,1,national,28,2021/5/2,rr vs srh,VIVO IPL 2021,2445549,1.21E+07,9102574,4.01E+08,4.96,44.05,15:00:00,india,2021,rr vs srh,AS vs AS,tier2 vs tier2,"[22, 25]",30,"[1, 1]",5,"[1, 1]",3,[1],3,[1],1,[2],4,[0],1,[1],1,[0],1,[1],3,[4],11,[2],5,[1],4,[1],1,[0],1,2.76E+07,1.62E+07,0.09,0.56
1540006199,ipl2021,men,svod,group,5,ipl,t20,0,1,0,3,1,national,29,2021/5/2,pbks vs dc,VIVO IPL 2021,2913639,1.50E+07,1.01E+07,4.66E+08,5.15,46.06,19:00:00,india,2021,dc vs pbks,AS vs AS,tier2 vs tier2,"[4, 20]",30,"[1, 1]",5,"[1, 1]",3,[1],3,[1],1,[3],4,[0],1,[1],1,[0],1,[1],3,[4],11,[2],5,[1],4,[1],1,[0],1,2.76E+07,1.62E+07,0.11,0.62
1540006202,ipl2021,men,svod,group,5,ipl,t20,0,1,0,3,0,national,30,2021/5/3,rescheduled: kkr vs rcb,VIVO IPL 2021,1875668,1.30E+07,5032291,5.35E+07,6.94,10.64,19:00:00,india,2021,kkr vs rcb,AS vs AS,tier2 vs tier1,"[10, 21]",30,"[1, 1]",5,"[1, 0]",3,[1],3,[0],1,[3],4,[0],1,[1],1,[0],1,[1],3,[4],11,[2],5,[1],4,[1],1,[0],1,2.76E+07,1.62E+07,0.07,0.31
1540008458,ipl2021,men,svod,group,5,ipl,t20,0,0,0,3,1,national,31,2021/9/19,csk vs mi,VIVO IPL 2021,1.03E+07,5.19E+07,1.11E+07,7.42E+08,5.04,66.87,19:00:00,united arab emirates,2021,csk vs mi,AS vs AS,tier1 vs tier1,"[3, 13]",30,"[1, 1]",5,"[0, 0]",3,[1],3,[1],1,[3],4,[0],1,[0],1,[0],1,[1],3,[4],11,[2],5,[1],4,[1],1,[0],1,2.76E+07,1.62E+07,0.37,0.68
1540008461,ipl2021,men,svod,group,5,ipl,t20,0,0,0,3,0,national,32,2021/9/20,kkr vs rcb,VIVO IPL 2021,6826835,3.21E+07,9273157,4.05E+08,4.71,43.72,19:00:00,united arab emirates,2021,kkr vs rcb,AS vs AS,tier2 vs tier1,"[10, 21]",30,"[1, 1]",5,"[1, 0]",3,[1],3,[0],1,[3],4,[0],1,[0],1,[0],1,[1],3,[4],11,[2],5,[1],4,[1],1,[0],1,2.76E+07,1.62E+07,0.25,0.57
1540008464,ipl2021,men,svod,group,5,ipl,t20,0,0,0,3,0,national,33,2021/9/21,pbks vs rr,VIVO IPL 2021,6674164,3.61E+07,9339315,6.14E+08,5.41,65.76,19:00:00,united arab emirates,2021,pbks vs rr,AS vs AS,tier2 vs tier2,"[20, 22]",30,"[1, 1]",5,"[1, 1]",3,[1],3,[0],1,[3],4,[0],1,[0],1,[0],1,[1],3,[4],11,[2],5,[1],4,[1],1,[0],1,2.76E+07,1.62E+07,0.24,0.58
1540008467,ipl2021,men,svod,group,5,ipl,t20,0,0,0,3,0,national,34,2021/9/22,dc vs srh,VIVO IPL 2021,4990992,2.49E+07,8354230,4.25E+08,4.98,50.93,18:40:09,united arab emirates,2021,dc vs srh,AS vs AS,tier2 vs tier2,"[4, 25]",30,"[1, 1]",5,"[1, 1]",3,[1],3,[0],1,[3],4,[0],1,[0],1,[0],1,[1],3,[4],11,[2],5,[1],4,[1],1,[0],1,2.76E+07,1.62E+07,0.18,0.52
1540008470,ipl2021,men,svod,group,5,ipl,t20,0,0,0,3,0,national,35,2021/9/23,mi vs kkr,VIVO IPL 2021,6763754,3.58E+07,9416588,5.96E+08,5.29,63.33,18:40:10,united arab emirates,2021,kkr vs mi,AS vs AS,tier2 vs tier1,"[10, 13]",30,"[1, 1]",5,"[1, 0]",3,[1],3,[0],1,[3],4,[0],1,[0],1,[0],1,[1],3,[4],11,[2],5,[1],4,[1],1,[0],1,2.76E+07,1.62E+07,0.25,0.58
1540008473,ipl2021,men,svod,group,5,ipl,t20,0,0,0,3,0,national,36,2021/9/24,rcb vs csk,VIVO IPL 2021,7500505,3.96E+07,1.04E+07,7.22E+08,5.27,69.6,18:40:10,united arab emirates,2021,csk vs rcb,AS vs AS,tier1 vs tier1,"[3, 21]",30,"[1, 1]",5,"[0, 0]",3,[1],3,[0],1,[3],4,[0],1,[0],1,[0],1,[1],3,[4],11,[2],5,[1],4,[1],1,[0],1,2.76E+07,1.62E+07,0.27,0.64
1540008476,ipl2021,men,svod,group,5,ipl,t20,0,0,0,2,1,national,37,2021/9/25,dc vs rr,VIVO IPL 2021,3749385,1.87E+07,6907144,3.21E+08,4.98,46.47,14:40:10,united arab emirates,2021,dc vs rr,AS vs AS,tier2 vs tier2,"[4, 22]",30,"[1, 1]",5,"[1, 1]",3,[1],3,[1],1,[2],4,[0],1,[0],1,[0],1,[1],3,[4],11,[2],5,[1],4,[1],1,[0],1,2.76E+07,1.62E+07,0.14,0.43
1540008479,ipl2021,men,svod,group,5,ipl,t20,0,0,0,3,1,national,38,2021/9/25,srh vs pbks,VIVO IPL 2021,3847464,1.90E+07,8103652,3.53E+08,4.93,43.52,18:03:50,united arab emirates,2021,pbks vs srh,AS vs AS,tier2 vs tier2,"[20, 25]",30,"[1, 1]",5,"[1, 1]",3,[1],3,[1],1,[3],4,[0],1,[0],1,[0],1,[1],3,[4],11,[2],5,[1],4,[1],1,[0],1,2.76E+07,1.62E+07,0.14,0.5
1540008482,ipl2021,men,svod,group,5,ipl,t20,0,0,0,2,1,national,39,2021/9/26,csk vs kkr,VIVO IPL 2021,6103798,3.17E+07,9177688,5.76E+08,5.2,62.74,15:00:00,united arab emirates,2021,csk vs kkr,AS vs AS,tier1 vs tier2,"[3, 10]",30,"[1, 1]",5,"[0, 1]",3,[1],3,[1],1,[2],4,[0],1,[0],1,[0],1,[1],3,[4],11,[2],5,[1],4,[1],1,[0],1,2.76E+07,1.62E+07,0.22,0.57
1540008485,ipl2021,men,svod,group,5,ipl,t20,0,0,0,3,1,national,40,2021/9/26,rcb vs mi,VIVO IPL 2021,5335855,2.97E+07,9678717,6.14E+08,5.56,63.46,19:00:00,united arab emirates,2021,mi vs rcb,AS vs AS,tier1 vs tier1,"[13, 21]",30,"[1, 1]",5,"[0, 0]",3,[1],3,[1],1,[3],4,[0],1,[0],1,[0],1,[1],3,[4],11,[2],5,[1],4,[1],1,[0],1,2.76E+07,1.62E+07,0.19,0.6
1540008488,ipl2021,men,svod,group,5,ipl,t20,0,0,0,3,0,national,41,2021/9/27,srh vs rr,VIVO IPL 2021,4033366,1.99E+07,8208546,3.91E+08,4.92,47.65,18:40:10,united arab emirates,2021,rr vs srh,AS vs AS,tier2 vs tier2,"[22, 25]",30,"[1, 1]",5,"[1, 1]",3,[1],3,[0],1,[3],4,[0],1,[0],1,[0],1,[1],3,[4],11,[2],5,[1],4,[1],1,[0],1,2.76E+07,1.62E+07,0.15,0.51
1540008491,ipl2021,men,svod,group,5,ipl,t20,0,0,0,2,0,national,42,2021/9/28,kkr vs dc,VIVO IPL 2021,3419436,1.72E+07,6695375,3.12E+08,5.02,46.62,14:40:10,united arab emirates,2021,dc vs kkr,AS vs AS,tier2 vs tier2,"[4, 10]",30,"[1, 1]",5,"[1, 1]",3,[1],3,[0],1,[2],4,[0],1,[0],1,[0],1,[1],3,[4],11,[2],5,[1],4,[1],1,[0],1,2.76E+07,1.62E+07,0.12,0.41
1540008494,ipl2021,men,svod,group,5,ipl,t20,0,0,0,3,0,national,43,2021/9/28,mi vs pbks,VIVO IPL 2021,4186525,2.27E+07,8883343,4.85E+08,5.42,54.64,19:30:10,united arab emirates,2021,mi vs pbks,AS vs AS,tier1 vs tier2,"[13, 20]",30,"[1, 1]",5,"[0, 1]",3,[1],3,[0],1,[3],4,[0],1,[0],1,[0],1,[1],3,[4],11,[2],5,[1],4,[1],1,[0],1,2.76E+07,1.62E+07,0.15,0.55
1540008497,ipl2021,men,svod,group,5,ipl,t20,0,0,0,3,0,national,44,2021/9/29,rr vs rcb,VIVO IPL 2021,4585069,2.63E+07,8949242,5.17E+08,5.73,57.76,18:40:10,united arab emirates,2021,rcb vs rr,AS vs AS,tier1 vs tier2,"[21, 22]",30,"[1, 1]",5,"[0, 1]",3,[1],3,[0],1,[3],4,[0],1,[0],1,[0],1,[1],3,[4],11,[2],5,[1],4,[1],1,[0],1,2.76E+07,1.62E+07,0.17,0.55
1540008500,ipl2021,men,svod,group,5,ipl,t20,0,0,0,3,0,national,45,2021/9/30,srh vs csk,VIVO IPL 2021,5083380,2.76E+07,9013493,4.86E+08,5.43,53.91,18:40:09,united arab emirates,2021,csk vs srh,AS vs AS,tier1 vs tier2,"[3, 25]",30,"[1, 1]",5,"[0, 1]",3,[1],3,[0],1,[3],4,[0],1,[0],1,[0],1,[1],3,[4],11,[2],5,[1],4,[1],1,[0],1,2.76E+07,1.62E+07,0.18,0.56
1540008503,ipl2021,men,svod,group,5,ipl,t20,0,0,0,3,0,national,46,2021/10/1,kkr vs pbks,VIVO IPL 2021,4984251,2.80E+07,8865687,5.57E+08,5.62,62.87,18:40:10,united arab emirates,2021,kkr vs pbks,AS vs AS,tier2 vs tier2,"[10, 20]",30,"[1, 1]",5,"[1, 1]",3,[1],3,[0],1,[3],4,[0],1,[0],1,[0],1,[1],3,[4],11,[2],5,[1],4,[1],1,[0],1,2.76E+07,1.62E+07,0.18,0.55
1540008506,ipl2021,men,svod,group,5,ipl,t20,0,0,1,2,1,national,47,2021/10/2,mi vs dc,VIVO IPL 2021,4760782,2.58E+07,8271296,4.49E+08,5.43,54.29,14:40:08,united arab emirates,2021,dc vs mi,AS vs AS,tier2 vs tier1,"[4, 13]",30,"[1, 1]",5,"[1, 0]",3,[1],3,[1],1,[2],4,[1],1,[0],1,[0],1,[1],3,[4],11,[2],5,[1],4,[1],1,[0],1,2.76E+07,1.62E+07,0.17,0.51
1540008509,ipl2021,men,svod,group,5,ipl,t20,0,0,1,3,1,national,48,2021/10/2,rr vs csk,VIVO IPL 2021,5343464,3.03E+07,9640405,5.85E+08,5.68,60.65,19:30:10,united arab emirates,2021,csk vs rr,AS vs AS,tier1 vs tier2,"[3, 22]",30,"[1, 1]",5,"[0, 1]",3,[1],3,[1],1,[3],4,[1],1,[0],1,[0],1,[1],3,[4],11,[2],5,[1],4,[1],1,[0],1,2.76E+07,1.62E+07,0.19,0.59
1540008512,ipl2021,men,svod,group,5,ipl,t20,0,0,0,2,1,national,49,2021/10/3,rcb vs pbks,VIVO IPL 2021,4413787,2.43E+07,8261987,4.47E+08,5.51,54.16,14:40:10,united arab emirates,2021,pbks vs rcb,AS vs AS,tier2 vs tier1,"[20, 21]",30,"[1, 1]",5,"[1, 0]",3,[1],3,[1],1,[2],4,[0],1,[0],1,[0],1,[1],3,[4],11,[2],5,[1],4,[1],1,[0],1,2.76E+07,1.62E+07,0.16,0.51
1540008515,ipl2021,men,svod,group,5,ipl,t20,0,0,0,3,1,national,50,2021/10/3,kkr vs srh,VIVO IPL 2021,2654794,1.37E+07,7059731,2.60E+08,5.17,36.9,19:30:10,united arab emirates,2021,kkr vs srh,AS vs AS,tier2 vs tier2,"[10, 25]",30,"[1, 1]",5,"[1, 1]",3,[1],3,[1],1,[3],4,[0],1,[0],1,[0],1,[1],3,[4],11,[2],5,[1],4,[1],1,[0],1,2.76E+07,1.62E+07,0.1,0.44
1540008518,ipl2021,men,svod,group,5,ipl,t20,0,0,0,3,0,national,51,2021/10/4,dc vs csk,VIVO IPL 2021,5241138,2.86E+07,9374582,5.31E+08,5.45,56.6,18:40:08,united arab emirates,2021,csk vs dc,AS vs AS,tier1 vs tier2,"[3, 4]",30,"[1, 1]",5,"[0, 1]",3,[1],3,[0],1,[3],4,[0],1,[0],1,[0],1,[1],3,[4],11,[2],5,[1],4,[1],1,[0],1,2.76E+07,1.62E+07,0.19,0.58
1540008521,ipl2021,men,svod,group,5,ipl,t20,0,0,0,3,0,national,52,2021/10/5,rr vs mi,VIVO IPL 2021,3835094,1.97E+07,8113174,3.44E+08,5.13,42.45,18:40:08,united arab emirates,2021,mi vs rr,AS vs AS,tier1 vs tier2,"[13, 22]",30,"[1, 1]",5,"[0, 1]",3,[1],3,[0],1,[3],4,[0],1,[0],1,[0],1,[1],3,[4],11,[2],5,[1],4,[1],1,[0],1,2.76E+07,1.62E+07,0.14,0.5
1540008524,ipl2021,men,svod,group,5,ipl,t20,0,0,0,3,0,national,53,2021/10/6,rcb vs srh,VIVO IPL 2021,4507844,2.45E+07,8851726,4.94E+08,5.44,55.77,18:40:10,united arab emirates,2021,rcb vs srh,AS vs AS,tier1 vs tier2,"[21, 25]",30,"[1, 1]",5,"[0, 1]",3,[1],3,[0],1,[3],4,[0],1,[0],1,[0],1,[1],3,[4],11,[2],5,[1],4,[1],1,[0],1,2.76E+07,1.62E+07,0.16,0.55
1540008527,ipl2021,men,svod,group,5,ipl,t20,0,0,0,2,0,national,54,2021/10/7,csk vs pbks,VIVO IPL 2021,2925521,1.52E+07,6562544,2.83E+08,5.21,43.19,14:40:09,united arab emirates,2021,csk vs pbks,AS vs AS,tier1 vs tier2,"[3, 20]",30,"[1, 1]",5,"[0, 1]",3,[1],3,[0],1,[2],4,[0],1,[0],1,[0],1,[1],3,[4],11,[2],5,[1],4,[1],1,[0],1,2.76E+07,1.62E+07,0.11,0.4
1540008530,ipl2021,men,svod,group,5,ipl,t20,0,0,0,3,0,national,55,2021/10/7,kkr vs rr,VIVO IPL 2021,3320658,1.77E+07,8019691,3.73E+08,5.34,46.54,19:30:10,united arab emirates,2021,kkr vs rr,AS vs AS,tier2 vs tier2,"[10, 22]",30,"[1, 1]",5,"[1, 1]",3,[1],3,[0],1,[3],4,[0],1,[0],1,[0],1,[1],3,[4],11,[2],5,[1],4,[1],1,[0],1,2.76E+07,1.62E+07,0.12,0.49
1540008533,ipl2021,men,svod,group,5,ipl,t20,0,0,0,3,0,national,56,2021/10/8,srh vs mi,VIVO IPL 2021,6241235,3.12E+07,1.02E+07,5.34E+08,5,52.18,18:40:11,united arab emirates,2021,mi vs srh,AS vs AS,tier1 vs tier2,"[13, 25]",30,"[1, 1]",5,"[0, 1]",3,[1],3,[0],1,[3],4,[0],1,[0],1,[0],1,[1],3,[4],11,[2],5,[1],4,[1],1,[0],1,2.76E+07,1.62E+07,0.23,0.63
1540008536,ipl2021,men,svod,group,5,ipl,t20,0,0,0,3,0,national,57,2021/10/8,rcb vs dc,VIVO IPL 2021,3397717,1.49E+07,7924413,2.55E+08,4.37,32.12,18:40:10,united arab emirates,2021,dc vs rcb,AS vs AS,tier2 vs tier1,"[4, 21]",30,"[1, 1]",5,"[1, 0]",3,[1],3,[0],1,[3],4,[0],1,[0],1,[0],1,[1],3,[4],11,[2],5,[1],4,[1],1,[0],1,2.76E+07,1.62E+07,0.12,0.49
1540008539,ipl2021,men,svod,semi-final,5,ipl,t20,0,0,0,3,1,national,58,2021/10/10,"dc vs csk, qualifier 1",VIVO IPL 2021,7588689,4.42E+07,1.09E+07,8.39E+08,5.83,77.1,19:00:00,united arab emirates,2021,csk vs dc,AS vs AS,tier1 vs tier2,"[3, 4]",30,"[1, 1]",5,"[0, 1]",3,[1],3,[1],1,[3],4,[0],1,[0],1,[0],1,[1],3,[4],11,[2],5,[3],4,[1],1,[0],1,2.76E+07,1.62E+07,0.28,0.67
1540008542,ipl2021,men,svod,semi-final,5,ipl,t20,0,0,0,3,0,national,59,2021/10/11,"rcb vs kkr, eliminator",VIVO IPL 2021,6572460,3.70E+07,1.07E+07,7.04E+08,5.63,65.86,18:40:10,united arab emirates,2021,kkr vs rcb,AS vs AS,tier2 vs tier1,"[10, 21]",30,"[1, 1]",5,"[1, 0]",3,[1],3,[0],1,[3],4,[0],1,[0],1,[0],1,[1],3,[4],11,[2],5,[3],4,[1],1,[0],1,2.76E+07,1.62E+07,0.24,0.66
1540008545,ipl2021,men,svod,semi-final,5,ipl,t20,0,0,0,3,0,national,60,2021/10/13,"kkr vs dc, qualifier 2",VIVO IPL 2021,6190897,3.37E+07,1.02E+07,6.64E+08,5.44,65.25,18:40:09,united arab emirates,2021,dc vs kkr,AS vs AS,tier2 vs tier2,"[4, 10]",30,"[1, 1]",5,"[1, 1]",3,[1],3,[0],1,[3],4,[0],1,[0],1,[0],1,[1],3,[4],11,[2],5,[3],4,[1],1,[0],1,2.76E+07,1.62E+07,0.22,0.63
1540008548,ipl2021,men,svod,final,5,ipl,t20,0,0,1,3,0,national,61,2021/10/15,"csk vs kkr, final",VIVO IPL 2021,1.13E+07,5.93E+07,1.26E+07,1.24E+09,5.25,97.81,19:00:00,united arab emirates,2021,csk vs kkr,AS vs AS,tier1 vs tier2,"[3, 10]",30,"[1, 1]",5,"[0, 1]",3,[1],3,[0],1,[3],4,[1],1,[0],1,[0],1,[1],3,[4],11,[2],5,[0],4,[1],1,[0],1,2.76E+07,1.62E+07,0.41,0.78
